"","year_name","month_name","depth_cat","avg_bottemp","avg_surftemp"
"339",2017,"Jun","<50",10.4712499380112,12.0924999713898
"340",2017,"Jun","101-250",5.4300000667572,10.164999961853
"341",2017,"Jun","50-100",7.50230759840745,11.3000000256759
"342",2017,"Oct","<50",15.1266670227051,15.2100003560384
"343",2017,"Oct",">250",12.0299997329712,15.5500001907349
"344",2017,"Oct","101-250",13.7950000762939,16.1199998855591
"345",2017,"Oct","50-100",12.5790908986872,14.79727268219
"346",2017,"Nov","<50",16.1992856434413,16.1128572055272
"347",2017,"Nov",">250",8.62750005722045,19.9400002956391
"348",2017,"Nov","101-250",12.1919999122619,16.4139999389648
"349",2017,"Nov","50-100",13.7517241773934,15.607931038429
"350",2018,"Mar","<50",4.6804347867551,4.8834782683331
"351",2018,"Mar","50-100",5.11999988555908,5.26999998092651
"352",2018,"Apr","<50",4.74711114035712,4.76977780659993
"353",2018,"Apr","101-250",11.33117647732,8.2123529770795
"354",2018,"Apr","50-100",5.82239994049072,5.60640001296997
"355",2018,"May","<50",8.14714284170242,10.2152381397429
"356",2018,"May",">250",6.46000003814697,16.2199993133545
"357",2018,"May","101-250",10.8985713550023,12.0857144083296
"358",2018,"May","50-100",7.64714284624372,9.67857144219535
"359",2018,"Jun","<50",9.44749999046326,9.47750020027161
"360",2018,"Jun","101-250",6.48000001907349,12.0900001525879
"361",2018,"Jun","50-100",8.2776470745311,10.5323530084947
"362",2018,"Jul","<50",14.2766666412353,20.5150000254313
"363",2018,"Jul","50-100",10.0950000286102,17.1550002098083
"364",2018,"Aug","<50",14.8494117400225,19.888235316557
"365",2018,"Aug",">250",12.6583332220713,23.5575000445048
"366",2018,"Aug","101-250",11.6616667111715,23.0616671244303
"367",2018,"Aug","50-100",11.5295999526978,20.7587999725342
"368",2018,"Sep","<50",18.9864863833866,20.2751350918332
"369",2018,"Sep","101-250",12.4166667302449,22.5099999745687
"370",2018,"Sep","50-100",12.3048146918968,19.5392593101219
"371",2018,"Oct","<50",16.1360000610352,16.8680000305176
"372",2018,"Oct","101-250",10.7349998950958,18.7850001653036
"373",2018,"Oct","50-100",12.0984615912804,16.5838462389432
"374",2018,"Nov","<50",13.6916666030884,13.6766666571299
"375",2018,"Nov","50-100",13.6049998998642,14.3937500715256
"376",2019,"Feb",NA,4.88000011444092,4.86999988555908
"377",2019,"Mar","<50",5.51840000152588,5.82160001754761
"378",2019,"Mar","101-250",12.6266667048136,7.27666648228963
"379",2019,"Mar","50-100",7.87636358087714,5.73363629254428
"380",2019,"Mar",NA,5.15583332379659,5.13333336512248
"381",2019,"Apr","<50",5.59157893532201,5.62315790276778
"382",2019,"Apr","101-250",10.7646153523372,6.18076922343327
"383",2019,"Apr","50-100",5.55074068352028,5.73740741941664
"384",2019,"May","<50",8.41058832056382,11.3605882139767
"385",2019,"May",">250",8.70999987920126,14.8933331171672
"386",2019,"May","101-250",9.28052621138723,9.07421059357493
"387",2019,"May","50-100",7.12912280099434,9.16526312577097
"388",2019,"Jun","<50",5.73000001907349,11.9899997711182
"389",2019,"Jun","50-100",6.53909098018299,10.6299999410456
"390",2019,"Jul","50-100",8.55000019073486,20.1950006484985
"391",2019,"Aug","<50",13.5408333142598,20.1729166110357
"392",2019,"Aug","101-250",14.0512499809265,25.8937499523163
"393",2019,"Aug","50-100",11.8913792084003,22.3434482442922
"394",2019,"Sep","<50",16.3559999465942,20.3116665522258
"395",2019,"Sep","101-250",14.9799995422363,24
"396",2019,"Sep","50-100",11.6842855725969,20.4842856270926
"397",2019,"Oct","<50",15.5355555922897,15.3981481128269
"398",2019,"Oct",">250",10.1433334350586,23.2033335367839
"399",2019,"Oct","101-250",13.2603999900818,20.7987999725342
"400",2019,"Oct","50-100",15.8156603327337,17.055849003342
"401",2019,"Nov","<50",10.8500003814697,11.3550000190735
